id,season,week,home_team,away_team,home_points,away_points,home_division,away_division,home_pregame_elo,away_pregame_elo,neutral_site,point_diff,winner
401218616,2020,1,Central Arkansas,Austin Peay,24,17,fcs,fcs,,,True,-7,Central Arkansas
401238035,2020,1,UAB,Central Arkansas,45,35,fbs,fcs,,,False,-10,UAB
401207101,2020,1,Southern Mississippi,South Alabama,21,32,fbs,fbs,1451.0,1227.0,False,11,South Alabama
401237353,2020,1,Marshall,Eastern Kentucky,59,0,fbs,fcs,,,False,-59,Marshall
401235700,2020,1,Army,Middle Tennessee,42,0,fbs,fbs,1495.0,1429.0,False,-42,Army
401212484,2020,1,Texas State,SMU,24,31,fbs,fbs,1193.0,1557.0,False,7,SMU
401207098,2020,1,North Texas,Houston Christian,57,31,fbs,fcs,,,False,-26,North Texas
401212553,2020,1,Memphis,Arkansas State,37,24,fbs,fbs,1698.0,1431.0,False,-13,Memphis
401239884,2020,1,UTEP,Stephen F. Austin,24,14,fbs,fcs,,,False,-10,UTEP
401234576,2020,1,Navy,BYU,3,55,fbs,fbs,1625.0,1513.0,False,52,BYU
401234559,2020,2,Miami,UAB,31,14,fbs,fbs,1528.0,1399.0,False,-17,Miami
401236038,2020,2,West Virginia,Eastern Kentucky,56,10,fbs,fcs,,,False,-46,West Virginia
401234565,2020,2,North Carolina,Syracuse,31,6,fbs,fbs,1615.0,1481.0,False,-25,North Carolina
401236081,2020,2,Appalachian State,Charlotte,35,20,fbs,fbs,1696.0,1377.0,False,-15,Appalachian State
401236053,2020,2,Kansas State,Arkansas State,31,35,fbs,fbs,1632.0,1427.0,False,4,Arkansas State
401236221,2020,2,Iowa State,Louisiana,14,31,fbs,fbs,1663.0,1651.0,False,17,Louisiana
401240113,2020,2,Army,Louisiana Monroe,37,7,fbs,fbs,1610.0,1305.0,False,-30,Army
401234574,2020,2,Notre Dame,Duke,27,13,fbs,fbs,1833.0,1411.0,False,-14,Notre Dame
401207113,2020,2,Texas State,UT San Antonio,48,51,fbs,fbs,1206.0,1222.0,False,3,UT San Antonio
401234563,2020,2,Florida State,Georgia Tech,13,16,fbs,fbs,1496.0,1341.0,False,3,Georgia Tech
401240233,2020,2,Pittsburgh,Austin Peay,55,0,fbs,fcs,,,False,-55,Pittsburgh
401215298,2020,2,Georgia Southern,Campbell,27,26,fbs,fcs,,,False,-1,Georgia Southern
401240039,2020,2,South Florida,The Citadel,27,6,fbs,fcs,,,False,-21,South Florida
401236054,2020,2,Oklahoma,Missouri State,48,0,fbs,fcs,,,False,-48,Oklahoma
401239973,2020,2,South Alabama,Tulane,24,27,fbs,fbs,1272.0,1531.0,False,3,Tulane
401234562,2020,2,Wake Forest,Clemson,13,37,fbs,fbs,1510.0,2062.0,False,24,Clemson
401236039,2020,2,Texas Tech,Houston Christian,35,33,fbs,fcs,,,False,-2,Texas Tech
401234564,2020,2,Louisville,Western Kentucky,35,21,fbs,fbs,1437.0,1515.0,False,-14,Louisville
401236222,2020,2,Texas,UTEP,59,3,fbs,fbs,1744.0,1145.0,False,-56,Texas
401236658,2020,2,Kansas,Coastal Carolina,23,38,fbs,fbs,1315.0,1316.0,False,15,Coastal Carolina
401240126,2020,3,Coastal Carolina,Campbell,43,21,fbs,fcs,,,False,-22,Coastal Carolina
401215301,2020,3,Georgia State,Louisiana,31,34,fbs,fbs,1305.0,1693.0,False,3,Louisiana
401212522,2020,3,Tulane,Navy,24,27,fbs,fbs,1521.0,1438.0,False,3,Navy
401234567,2020,3,Duke,Boston College,6,26,fbs,fbs,1416.0,1465.0,False,20,Boston College
401234571,2020,3,Pittsburgh,Syracuse,21,10,fbs,fbs,1503.0,1433.0,False,-11,Pittsburgh
401207124,2020,3,Western Kentucky,Liberty,24,30,fbs,fbs,1480.0,1390.0,False,6,Liberty
401212541,2020,3,Cincinnati,Austin Peay,55,20,fbs,fcs,,,False,-35,Cincinnati
401236041,2020,3,Oklahoma State,Tulsa,16,7,fbs,fbs,1596.0,1413.0,False,-9,Oklahoma State
401241282,2020,3,Notre Dame,South Florida,52,0,fbs,fbs,1828.0,1335.0,False,-52,Notre Dame
401234568,2020,3,Georgia Tech,UCF,21,49,fbs,fbs,1355.0,1757.0,False,28,UCF
401240640,2020,3,Middle Tennessee,Troy,14,47,fbs,fbs,1314.0,1388.0,False,33,Troy
401236939,2020,3,Marshall,Appalachian State,17,7,fbs,fbs,1464.0,1700.0,False,-10,Marshall
401240041,2020,3,UT San Antonio,Stephen F. Austin,24,10,fbs,fcs,,,False,-14,UT San Antonio
401237492,2020,3,Clemson,The Citadel,49,0,fbs,fcs,,,False,-49,Clemson
401207120,2020,3,North Texas,SMU,35,65,fbs,fbs,1384.0,1544.0,False,30,SMU
401207106,2020,3,Southern Mississippi,Louisiana Tech,30,31,fbs,fbs,1406.0,1536.0,False,1,Louisiana Tech
401234569,2020,3,Louisville,Miami,34,47,fbs,fbs,1472.0,1553.0,False,13,Miami
401215302,2020,3,Louisiana Monroe,Texas State,17,38,fbs,fbs,1261.0,1202.0,False,21,Texas State
401234570,2020,3,NC State,Wake Forest,45,42,fbs,fbs,1347.0,1506.0,False,-3,NC State
401239885,2020,3,UTEP,Abilene Christian,17,13,fbs,fcs,,,False,-4,UTEP
401207132,2020,4,South Alabama,UAB,10,42,fbs,fbs,1282.0,1374.0,False,32,UAB
401207134,2020,4,UT San Antonio,Middle Tennessee,37,35,fbs,fbs,1226.0,1229.0,False,-2,UT San Antonio
401212536,2020,4,East Carolina,UCF,28,51,fbs,fbs,1237.0,1787.0,False,23,UCF
401215303,2020,4,Louisiana,Georgia Southern,20,18,fbs,fbs,1676.0,1465.0,False,-2,Louisiana
401237034,2020,4,Auburn,Kentucky,29,13,fbs,fbs,1782.0,1649.0,False,-16,Auburn
401236253,2020,4,Appalachian State,Campbell,52,21,fbs,fcs,,,False,-31,Appalachian State
401234595,2020,4,Pittsburgh,Louisville,23,20,fbs,fbs,1518.0,1451.0,False,-3,Pittsburgh
401234594,2020,4,Syracuse,Georgia Tech,37,20,fbs,fbs,1418.0,1325.0,False,-17,Syracuse
401236952,2020,4,Ole Miss,Florida,35,51,fbs,fbs,1558.0,1778.0,False,16,Florida
401235996,2020,4,Oklahoma,Kansas State,35,38,fbs,fbs,1771.0,1611.0,False,3,Kansas State
401207126,2020,4,Liberty,Florida International,36,34,fbs,fbs,1408.0,1383.0,False,-2,Liberty
401237493,2020,4,The Citadel,Eastern Kentucky,14,37,fcs,fcs,,,False,23,Eastern Kentucky
401235994,2020,4,TCU,Iowa State,34,37,fbs,fbs,1583.0,1621.0,False,3,Iowa State
401240996,2020,4,Cincinnati,Army,24,10,fbs,fbs,1673.0,1654.0,False,-14,Cincinnati
401237035,2020,4,LSU,Mississippi State,34,44,fbs,fbs,2061.0,1550.0,False,10,Mississippi State
401235997,2020,4,Oklahoma State,West Virginia,27,13,fbs,fbs,1599.0,1507.0,False,-14,Oklahoma State
401240194,2020,4,Louisiana Monroe,UTEP,6,31,fbs,fbs,1200.0,1056.0,False,25,UTEP
401235995,2020,4,Texas Tech,Texas,56,63,fbs,fbs,1525.0,1833.0,False,7,Texas
401234638,2020,4,Virginia,Duke,38,20,fbs,fbs,1609.0,1371.0,False,-18,Virginia
401237033,2020,4,Arkansas,Georgia,10,37,fbs,fbs,1307.0,1832.0,False,27,Georgia
401241303,2020,4,Boston College,Texas State,24,21,fbs,fbs,1510.0,1263.0,False,-3,Boston College
401232157,2020,4,Louisiana Tech,Houston Christian,66,38,fbs,fcs,,,False,-28,Louisiana Tech
401234734,2020,4,Southern Mississippi,Tulane,24,66,fbs,fbs,1411.0,1511.0,False,42,Tulane
401212485,2020,4,SMU,Stephen F. Austin,50,7,fbs,fcs,,,False,-43,SMU
401236951,2020,4,Missouri,Alabama,19,38,fbs,fbs,1592.0,1962.0,False,19,Alabama
401235993,2020,4,Baylor,Kansas,47,14,fbs,fbs,1717.0,1280.0,False,-33,Baylor
401234593,2020,4,Miami,Florida State,52,10,fbs,fbs,1574.0,1482.0,False,-42,Miami
401237036,2020,4,South Carolina,Tennessee,27,31,fbs,fbs,1498.0,1545.0,False,4,Tennessee
401237037,2020,4,Texas A&M,Vanderbilt,17,12,fbs,fbs,1647.0,1289.0,False,-5,Texas A&M
401236381,2020,4,Central Arkansas,Missouri State,27,20,fcs,fcs,,,False,-7,Central Arkansas
401234566,2020,4,Virginia Tech,NC State,45,24,fbs,fbs,1623.0,1350.0,False,-21,Virginia Tech
401236223,2020,4,BYU,Troy,48,7,fbs,fbs,1700.0,1473.0,False,-41,BYU
401240282,2020,5,Wake Forest,Campbell,66,14,fbs,fcs,,,False,-52,Wake Forest
401246275,2020,5,BYU,Louisiana Tech,45,14,fbs,fbs,1789.0,1531.0,False,-31,BYU
401237099,2020,5,Tennessee,Missouri,35,12,fbs,fbs,1548.0,1582.0,False,-23,Tennessee
401237096,2020,5,Florida,South Carolina,38,24,fbs,fbs,1794.0,1495.0,False,-14,Florida
401212547,2020,5,Georgia State,East Carolina,49,29,fbs,fbs,1322.0,1235.0,False,-20,Georgia State
401215304,2020,5,Coastal Carolina,Arkansas State,52,23,fbs,fbs,1351.0,1448.0,False,-29,Coastal Carolina
401235998,2020,5,West Virginia,Baylor,27,21,fbs,fbs,1487.0,1756.0,False,-6,West Virginia
401234600,2020,5,Pittsburgh,NC State,29,30,fbs,fbs,1518.0,1328.0,False,1,NC State
401236002,2020,5,Texas,TCU,31,33,fbs,fbs,1824.0,1581.0,False,2,TCU
401207141,2020,5,UAB,UT San Antonio,21,13,fbs,fbs,1453.0,1227.0,False,-8,UAB
401237513,2020,5,Liberty,North Alabama,28,7,fbs,fcs,,,False,-21,Liberty
401240040,2020,5,Army,Abilene Christian,55,23,fbs,fcs,,,False,-32,Army
401246566,2020,5,Eastern Kentucky,Houston Christian,30,33,fcs,fcs,,,False,3,Houston Christian
401237093,2020,5,Alabama,Texas A&M,52,24,fbs,fbs,1972.0,1638.0,False,-28,Alabama
401240124,2020,5,North Dakota State,Central Arkansas,39,28,fcs,fcs,,,False,-11,North Dakota State
401212476,2020,5,Cincinnati,South Florida,28,7,fbs,fbs,1700.0,1245.0,False,-21,Cincinnati
401234597,2020,5,Boston College,North Carolina,22,26,fbs,fbs,1508.0,1663.0,False,4,North Carolina
401236001,2020,5,Kansas State,Texas Tech,31,21,fbs,fbs,1626.0,1534.0,False,-10,Kansas State
401212486,2020,5,SMU,Memphis,30,27,fbs,fbs,1608.0,1702.0,False,-3,SMU
401236000,2020,5,Kansas,Oklahoma State,7,47,fbs,fbs,1241.0,1619.0,False,40,Oklahoma State
401207136,2020,5,Florida Atlantic,Charlotte,21,17,fbs,fbs,1685.0,1373.0,False,-4,Florida Atlantic
401234599,2020,5,Duke,Virginia Tech,31,38,fbs,fbs,1353.0,1645.0,False,7,Virginia Tech
401238034,2020,5,Florida State,Jacksonville State,41,24,fbs,fcs,,,False,-17,Florida State
401237097,2020,5,Kentucky,Ole Miss,41,42,fbs,fbs,1627.0,1542.0,False,1,Ole Miss
401240042,2020,5,Stephen F. Austin,West Texas A&M,34,6,fcs,ii,,,False,-28,Stephen F. Austin
401207138,2020,5,Middle Tennessee,Western Kentucky,17,20,fbs,fbs,1228.0,1462.0,False,3,Western Kentucky
401212557,2020,5,Air Force,Navy,40,7,fbs,fbs,1645.0,1448.0,False,-33,Air Force
401215305,2020,5,Louisiana Monroe,Georgia Southern,30,35,fbs,fbs,1114.0,1467.0,False,5,Georgia Southern
401237094,2020,5,Mississippi State,Arkansas,14,21,fbs,fbs,1623.0,1292.0,False,7,Arkansas
401235999,2020,5,Iowa State,Oklahoma,37,30,fbs,fbs,1623.0,1756.0,False,-7,Iowa State
401212531,2020,5,UCF,Tulsa,26,34,fbs,fbs,1789.0,1410.0,False,8,Tulsa
401237095,2020,5,Georgia,Auburn,27,6,fbs,fbs,1847.0,1804.0,False,-21,Georgia
401237098,2020,5,Vanderbilt,LSU,7,41,fbs,fbs,1298.0,1988.0,False,34,LSU
401207139,2020,5,North Texas,Southern Mississippi,31,41,fbs,fbs,1320.0,1298.0,False,10,Southern Mississippi
401234598,2020,5,Clemson,Virginia,41,23,fbs,fbs,2066.0,1627.0,False,-18,Clemson
401212523,2020,6,Houston,Tulane,49,31,fbs,fbs,1468.0,1624.0,False,-18,Houston
401234601,2020,6,Georgia Tech,Louisville,46,27,fbs,fbs,1297.0,1451.0,False,-19,Georgia Tech
401237102,2020,6,Texas A&M,Florida,41,38,fbs,fbs,1603.0,1798.0,False,-3,Texas A&M
401234608,2020,6,Virginia,NC State,21,38,fbs,fbs,1626.0,1339.0,False,17,NC State
401207215,2020,6,Liberty,Louisiana Monroe,40,7,fbs,fbs,1408.0,1128.0,False,-33,Liberty
401237106,2020,6,Vanderbilt,South Carolina,7,41,fbs,fbs,1282.0,1491.0,False,34,South Carolina
401237105,2020,6,LSU,Missouri,41,45,fbs,fbs,2004.0,1522.0,False,4,Missouri
401234607,2020,6,North Carolina,Virginia Tech,56,45,fbs,fbs,1660.0,1637.0,False,-11,North Carolina
401236005,2020,6,Oklahoma,Texas,53,45,fbs,fbs,1739.0,1807.0,True,-8,Oklahoma
401234605,2020,6,Syracuse,Duke,24,38,fbs,fbs,1446.0,1361.0,False,14,Duke
401240114,2020,6,Army,The Citadel,14,9,fbs,fcs,,,False,-5,Army
401240117,2020,6,Jacksonville State,Mercer,34,28,fcs,fcs,,,False,-6,Jacksonville State
401240997,2020,6,BYU,UT San Antonio,27,20,fbs,fbs,1842.0,1228.0,False,-7,BYU
401236003,2020,6,Iowa State,Texas Tech,31,15,fbs,fbs,1640.0,1523.0,False,-16,Iowa State
401237103,2020,6,Georgia,Tennessee,44,21,fbs,fbs,1892.0,1608.0,False,-23,Georgia
401246425,2020,6,Arkansas State,Central Arkansas,50,27,fbs,fcs,,,False,-23,Arkansas State
401215308,2020,6,Troy,Texas State,37,17,fbs,fbs,1384.0,1265.0,False,-20,Troy
401237101,2020,6,Auburn,Arkansas,30,28,fbs,fbs,1759.0,1334.0,False,-2,Auburn
401236004,2020,6,TCU,Kansas State,14,21,fbs,fbs,1598.0,1637.0,False,7,Kansas State
401207143,2020,6,Florida International,Middle Tennessee,28,31,fbs,fbs,1383.0,1237.0,False,3,Middle Tennessee
401234603,2020,6,Boston College,Pittsburgh,31,30,fbs,fbs,1511.0,1507.0,False,-1,Boston College
401212515,2020,6,Navy,Temple,31,29,fbs,fbs,1382.0,1411.0,False,-2,Navy
401212477,2020,6,South Florida,East Carolina,24,44,fbs,fbs,1239.0,1197.0,False,20,East Carolina
401207145,2020,6,Louisiana Tech,UTEP,21,17,fbs,fbs,1478.0,1142.0,False,-4,Louisiana Tech
401234604,2020,6,Clemson,Miami,42,17,fbs,fbs,2067.0,1685.0,False,-25,Clemson
401234606,2020,6,Notre Dame,Florida State,42,26,fbs,fbs,1918.0,1371.0,False,-16,Notre Dame
401207146,2020,6,Western Kentucky,Marshall,14,38,fbs,fbs,1453.0,1499.0,False,24,Marshall
401237104,2020,6,Kentucky,Mississippi State,24,2,fbs,fbs,1622.0,1581.0,False,-22,Kentucky
401237100,2020,6,Ole Miss,Alabama,48,63,fbs,fbs,1547.0,2007.0,False,15,Alabama
401207142,2020,6,North Texas,Charlotte,21,49,fbs,fbs,1297.0,1379.0,False,28,Charlotte
401215311,2020,7,Louisiana,Coastal Carolina,27,30,fbs,fbs,1674.0,1440.0,False,3,Coastal Carolina
401215310,2020,7,Arkansas State,Georgia State,59,52,fbs,fbs,1359.0,1360.0,False,-7,Arkansas State
401212487,2020,7,Tulane,SMU,34,37,fbs,fbs,1567.0,1610.0,False,3,SMU
401212551,2020,7,Houston,BYU,26,43,fbs,fbs,1525.0,1821.0,False,17,BYU
401234615,2020,7,Syracuse,Liberty,21,38,fbs,fbs,1405.0,1464.0,False,17,Liberty
401215313,2020,7,South Alabama,Texas State,30,20,fbs,fbs,1203.0,1230.0,False,-10,South Alabama
401234610,2020,7,Georgia Tech,Clemson,7,73,fbs,fbs,1357.0,2089.0,False,66,Clemson
401237109,2020,7,South Carolina,Auburn,30,22,fbs,fbs,1562.0,1754.0,False,-8,South Carolina
401237111,2020,7,Tennessee,Kentucky,7,34,fbs,fbs,1581.0,1671.0,False,27,Kentucky
401212478,2020,7,Temple,South Florida,39,37,fbs,fbs,1410.0,1184.0,False,-2,Temple
401212548,2020,7,East Carolina,Navy,23,27,fbs,fbs,1252.0,1383.0,False,4,Navy
401236007,2020,7,West Virginia,Kansas,38,17,fbs,fbs,1509.0,1172.0,False,-21,West Virginia
401234614,2020,7,Miami,Pittsburgh,31,19,fbs,fbs,1663.0,1506.0,False,-12,Miami
401207153,2020,7,UAB,Western Kentucky,37,14,fbs,fbs,1452.0,1395.0,False,-23,UAB
401240115,2020,7,UT San Antonio,Army,16,28,fbs,fbs,1249.0,1627.0,False,12,Army
401240034,2020,7,North Alabama,Jacksonville State,17,24,fcs,fcs,,,False,7,Jacksonville State
401234613,2020,7,Notre Dame,Louisville,12,7,fbs,fbs,1907.0,1391.0,False,-5,Notre Dame
401239872,2020,7,Troy,Eastern Kentucky,31,29,fbs,fcs,,,False,-2,Troy
401212537,2020,7,Memphis,UCF,50,49,fbs,fbs,1700.0,1739.0,False,-1,Memphis
401234611,2020,7,NC State,Duke,31,20,fbs,fbs,1413.0,1402.0,False,-11,NC State
401237108,2020,7,Arkansas,Ole Miss,33,21,fbs,fbs,1339.0,1554.0,False,-12,Arkansas
