team,id,plays_offense,drives_offense,ppa_offense,total_ppa_offense,success_rate_offense,explosiveness_offense,power_success_offense,stuff_rate_offense,line_yards_offense,line_yards_total_offense,second_level_yards_offense,second_level_yards_total_offense,open_field_yards_offense,open_field_yards_total_offense,standard_downs.ppa_offense,standard_downs.success_rate_offense,standard_downs.explosiveness_offense,passing_downs.ppa_offense,passing_downs.success_rate_offense,passing_downs.explosiveness_offense,rushing_plays.ppa_offense,rushing_plays.total_ppa_offense,rushing_plays.success_rate_offense,rushing_plays.explosiveness_offense,passing_plays.ppa_offense,passing_plays.total_ppa_offense,passing_plays.success_rate_offense,passing_plays.explosiveness_offense,plays_defense,drives_defense,ppa_defense,total_ppa_defense,success_rate_defense,explosiveness_defense,power_success_defense,stuff_rate_defense,line_yards_defense,line_yards_total_defense,second_level_yards_defense,second_level_yards_total_defense,open_field_yards_defense,open_field_yards_total_defense,standard_downs.ppa_defense,standard_downs.success_rate_defense,standard_downs.explosiveness_defense,passing_downs.ppa_defense,passing_downs.success_rate_defense,passing_downs.explosiveness_defense,rushing_plays.ppa_defense,rushing_plays.total_ppa_defense,rushing_plays.success_rate_defense,rushing_plays.explosiveness_defense,passing_plays.ppa_defense,passing_plays.total_ppa_defense,passing_plays.success_rate_defense,passing_plays.explosiveness_defense
Abilene Christian,400799923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abilene Christian,400869175,74.0,14.0,-0.0403403374736279,-2.9851849730484674,0.3243243243243243,1.0936511655884016,0.5,0.2083333333333333,2.2666666666666666,54.0,0.5416666666666666,13.0,,,-0.1463690986185763,0.3333333333333333,0.8796488010889953,0.1241870505099126,0.3103448275862069,1.4503217730874118,-0.1177408447945685,-2.8257802750696457,0.2083333333333333,0.7901280386946404,-0.0031880939595764,-0.1594046979788216,0.38,1.173525672665707,85.0,12.0,0.1718398448883124,14.60638681550656,0.4588235294117647,1.1566255392063565,1.0,0.1578947368421052,3.247368421052632,123.0,1.236842105263158,47.0,1.6842105263157896,64.0,0.0436287088480881,0.4833333333333333,0.7895715921555602,0.4795465713848509,0.4,2.221081985653665,0.2592376783980372,9.851031779125416,0.5526315789473685,0.9780463524819136,0.0972618557942365,4.376783510740646,0.3555555555555555,1.511928193830451
Abilene Christian,400945247,68.5,14.0,0.084416147746304,5.096345451912199,0.3129558129558129,1.5072537915790316,0.25,0.22485632183908044,2.2798850574712644,60.5,0.5466954022988506,14.5,0.5172413793103449,15.0,-0.2801603626191252,0.27604166666666663,0.7042521987096211,0.4882923628146731,0.34872080088987767,2.0915893348566996,-0.1424163020487983,-3.8357206474287304,0.24209770114942525,0.812008622655853,0.2634579662063983,8.932066099340929,0.351764705882353,1.9424518491004465,81.0,13.0,0.2881522330301328,22.87508132287348,0.4696715049656226,1.2335209532165197,1.0,0.1180098684210526,3.5533717105263163,185.0,1.344983552631579,70.0,1.5530427631578947,77.5,0.21842039376142292,0.5,1.0135669159000453,0.46186302421462955,0.3764705882352941,1.953955672694068,0.28249391586378714,14.709520796107896,0.5106907894736843,1.0245488497797486,0.5645776505993688,8.379752427797332,0.42777777777777776,2.1860324721455378
Abilene Christian,400945254,71.0,13.333333333333334,0.0011507222660536998,-0.7920662923178554,0.3226722963565068,1.3900418329206907,0.5,0.2551673724541238,1.828695301472071,46.333333333333336,0.7153407945150231,16.333333333333332,0.33756805807622503,9.0,-0.22165556164022157,0.33131459948320413,0.7329689360289507,0.24402204476095232,0.3031876046336558,2.110031937667307,-0.17362910982871801,-4.052160359080017,0.2842054849768098,0.8206668562059969,0.12836466753879552,3.260094066762162,0.3456209150326797,1.7191816282171442,73.33333333333333,12.333333333333334,0.31043657690730025,22.1134893320406,0.4682867504368518,1.3373849756181482,0.8888888888888888,0.1342288011695906,3.5337292884990252,165.33333333333334,1.4151742202729045,65.33333333333333,2.20202850877193,93.66666666666667,0.20617728730180374,0.4878048780487805,1.0943352519728577,0.5655747867448443,0.4078431372549019,2.0466573231763276,0.3023055512343096,13.909493061109515,0.4978679337231969,1.1334365189049542,0.5203729951584456,8.610247408467748,0.428042328042328,2.1809779292186264
Abilene Christian,401013026,71.25,13.0,-0.03246759524574978,-2.993855579299275,0.318393111156269,1.3399509400312453,0.4583333333333333,0.24137552934059286,1.9665214761040533,49.75,0.6765055958862674,15.75,0.22504537205081668,6.0,-0.2246285940919267,0.33385180327093966,0.7882454200067426,0.18282485541817547,0.2919068325074999,1.9830200014636785,-0.18820885633235843,-4.488795868330511,0.28315411373260735,0.7536129156829035,0.07765705893737483,1.5887142311024176,0.33530264279624894,1.6944015757963111,74.5,12.5,0.31951424988423927,23.346688740924048,0.47942019103276706,1.3311554012232956,0.8666666666666667,0.14121214141773347,3.6698915609688636,161.75,1.5951644489884622,68.75,2.178548408605974,89.75,0.1572244918808997,0.4931263858093126,1.0436070528330814,0.7119653417822644,0.4363171355498721,2.108718791756505,0.31148497935689756,13.568084985285257,0.5085360854275328,1.0852342029104582,0.487277524475607,10.337596680621724,0.439781746031746,2.092356345734125
Abilene Christian,401110860,70.6,13.2,0.028820254398588856,1.330930017033412,0.3458909595132505,1.3502903813995109,0.5166666666666666,0.23156196193401274,2.2101402578063194,56.4,0.8565890920936292,20.8,1.2745532598073432,33.25,-0.15688589955548202,0.37124810928341845,0.8286878927503057,0.2777998666348395,0.29352546600599994,2.1990709331688034,-0.07009829093976103,-1.4988480473851395,0.3188309832937782,0.9086924189581655,0.1078857836443862,3.1471369811558736,0.35604699228577963,1.64446199601195,72.8,12.8,0.36537053805928565,25.921454110764262,0.5047482740383349,1.3179233658301341,0.7733333333333333,0.1463030464675201,3.6886910265528683,156.6,1.6261315591907697,67.6,2.381727615773668,94.8,0.25670898122179037,0.5320011086474501,1.0909748268418498,0.6228774127372356,0.4268314862176755,1.9254062767012354,0.3598165174062095,14.837095209373098,0.534606646119804,1.1021154910592545,0.4946986444640637,11.206622841237566,0.4589682539682539,1.9681973721279367
Abilene Christian,401114241,70.5,13.0,0.004395079599546515,-0.2644175870882517,0.3382424662610421,1.3781847159138139,0.5138888888888888,0.23784009648347215,2.141783548171933,54.833333333333336,0.8612601408472552,21.166666666666668,1.0427195309227977,27.2,-0.1432963189462675,0.37320321163689124,0.9072868279910562,0.1974435116131821,0.26634368543978254,2.3028767266787438,-0.11826584103719555,-2.805155602759879,0.30415402453968693,0.8940702612098193,0.09405458399129533,2.805203779619396,0.3535240087229982,1.6697741891586624,72.5,12.5,0.3800212093647362,26.964960788692093,0.5145202753136359,1.3138716409686284,0.8111111111111112,0.1347397182101129,3.8991228640077327,162.66666666666666,1.8166480941974363,74.33333333333333,2.471952500324211,98.0,0.31339340937098553,0.5521777946211744,1.1212636772524416,0.5413261183613336,0.4162989657874568,1.8340441249316786,0.418087634252798,16.97562692796823,0.5651636580912897,1.1201038426272742,0.4356778296011778,10.06515010334617,0.4416133299197815,1.9084496526802415
Abilene Christian,401239885,70.57142857142857,13.142857142857142,0.05036757783473157,3.0819823931321815,0.34626014210705014,1.4101141909055284,0.5357142857142857,0.22550796148799776,2.263087197134384,61.142857142857146,0.8594350990811971,22.142857142857142,1.3386299121326344,38.166666666666664,-0.06926101770004296,0.3806787406735664,1.0058647812789439,0.20219976682868873,0.2759136351388612,2.204263964364592,-0.05145251653080213,-0.7571183442585495,0.3169805058825022,0.9997446947183211,0.12178123074552119,3.927491970676972,0.35707463295948105,1.662255492220472,72.85714285714286,12.571428571428571,0.37197029794005493,26.580660990935723,0.5114935693164498,1.3171748990415186,0.7428571428571429,0.15012322166927425,3.7550923249936408,153.0,1.7649191456757247,70.57142857142857,2.391543701576596,93.0,0.29675654141286273,0.5473693266065093,1.1205318669989348,0.5567853408167536,0.4180521747565957,1.861194113486467,0.36682214306246136,14.829760719026279,0.5407030489267332,1.1261814981763985,0.4630002360049416,12.120193274678641,0.45544878828288965,1.884008079924856
Abilene Christian,401240040,68.0,12.571428571428571,0.07016331911548591,4.294276201215183,0.3534995243464324,1.4207311058824192,0.6071428571428571,0.22604908702912332,2.266983301030488,64.28571428571429,0.9162532808993789,24.714285714285715,1.1603840805292711,33.142857142857146,-0.029047363743755,0.40232376231858796,1.0319176046835943,0.19092893274368908,0.2626345603905211,2.212362680786808,-0.03360146696424581,-0.31941479472663564,0.3391666530686494,1.0154430777722256,0.15492441877626065,4.70208222922806,0.3586895397917792,1.7125004014919694,69.14285714285714,12.428571428571429,0.3652693389756877,25.547042131024323,0.49679480845617346,1.3367473111291965,0.6952380952380953,0.1621988653238653,3.6197539791289794,146.28571428571428,1.674807502932503,66.71428571428571,2.2028902497652494,85.57142857142857,0.3030078764536072,0.5361448368105909,1.1621630758771535,0.5193774820687342,0.39452276299188976,1.8578056147169995,0.3273933678910187,13.343441368084354,0.5093747281247281,1.136667898656278,0.492645566900242,12.626975412229237,0.4596001924342938,1.8908800263200827
Abilene Christian,401248275,67.85714285714286,12.428571428571429,0.07051656126482639,4.28629540976483,0.3726276056864953,1.3489703985104682,0.75,0.21877721276217516,2.3693290669230516,63.714285714285715,1.0075035741201155,26.0,1.3994176249815347,37.57142857142857,0.055410326339437155,0.446073762318588,1.1242741825976383,0.10832616213061119,0.24629606018105313,2.146191817096963,-0.015429193176697841,0.2531649654439036,0.3609822758694939,0.9854863707517355,0.12783503882520536,4.121521677607167,0.37518882243166435,1.5845465507315413,67.71428571428571,12.285714285714286,0.3670616875377296,25.08932288300691,0.5049082302156507,1.3182090803221442,0.6714285714285715,0.16314468856841735,3.6110297055212315,143.0,1.6657654327145852,65.14285714285714,2.4525497533972107,99.28571428571429,0.32410244259301774,0.5512841000630617,1.1528714156008688,0.4485091576607073,0.37471483982262205,1.7982668810566305,0.3568840676715658,14.86499968847268,0.5247348976162536,1.1503540416151583,0.304532628955132,10.532418511294356,0.4238859067200081,1.684453864249419
