id,season,week,season_type,start_date,home_team,home_conference,home_score,away_team,away_conference,away_score,lines,bovada_spread
401403986,2022,3,regular,2022-09-18T03:00:00.000Z,Arizona State,Pac-12,21.0,Eastern Michigan,Mid-American,30.0,"[{'provider': 'Bovada', 'spread': -20.5, 'formatted_spread': 'Arizona State -20.5', 'spread_open': -19.5, 'over_under': 56.5, 'over_under_open': 57.5, 'home_moneyline': -1300.0, 'away_moneyline': 725.0}]",-20.5
401403987,2022,3,regular,2022-09-17T18:30:00.000Z,Notre Dame,FBS Independents,24.0,California,Pac-12,17.0,"[{'provider': 'Bovada', 'spread': -13.5, 'formatted_spread': 'Notre Dame -13.5', 'spread_open': -12.5, 'over_under': 41.0, 'over_under_open': 43.0, 'home_moneyline': -480.0, 'away_moneyline': 350.0}]",-13.5
401403988,2022,3,regular,2022-09-17T19:30:00.000Z,Minnesota,Big Ten,49.0,Colorado,Pac-12,7.0,"[{'provider': 'Bovada', 'spread': -28.0, 'formatted_spread': 'Minnesota -28.0', 'spread_open': -27.0, 'over_under': 47.5, 'over_under_open': 46.5, 'home_moneyline': -6500.0, 'away_moneyline': 1350.0}]",-28.0
401405088,2022,3,regular,2022-09-17T23:00:00.000Z,Ohio State,Big Ten,77.0,Toledo,Mid-American,21.0,"[{'provider': 'Bovada', 'spread': -32.0, 'formatted_spread': 'Ohio State -32.0', 'spread_open': -31.5, 'over_under': 63.0, 'over_under_open': 61.0, 'home_moneyline': None, 'away_moneyline': None}]",-32.0
401405089,2022,3,regular,2022-09-17T18:00:00.000Z,Temple,American Athletic,14.0,Rutgers,Big Ten,16.0,"[{'provider': 'Bovada', 'spread': 18.0, 'formatted_spread': 'Rutgers -18.0', 'spread_open': 17.0, 'over_under': 43.0, 'over_under_open': 44.5, 'home_moneyline': 625.0, 'away_moneyline': -1000.0}]",18.0
401411113,2022,3,regular,2022-09-17T18:00:00.000Z,Virginia,ACC,16.0,Old Dominion,Sun Belt,14.0,"[{'provider': 'Bovada', 'spread': -8.0, 'formatted_spread': 'Virginia -8.0', 'spread_open': -10.5, 'over_under': 52.0, 'over_under_open': 53.0, 'home_moneyline': -330.0, 'away_moneyline': 265.0}]",-8.0
401411115,2022,3,regular,2022-09-17T23:30:00.000Z,Western Michigan,Mid-American,13.0,Pittsburgh,ACC,34.0,"[{'provider': 'Bovada', 'spread': 10.5, 'formatted_spread': 'Pittsburgh -10.5', 'spread_open': 10.0, 'over_under': 46.0, 'over_under_open': 54.5, 'home_moneyline': 315.0, 'away_moneyline': -420.0}]",10.5
401415029,2022,3,regular,2022-09-17T21:00:00.000Z,Bowling Green,Mid-American,34.0,Marshall,Sun Belt,31.0,"[{'provider': 'Bovada', 'spread': 17.0, 'formatted_spread': 'Marshall -17.0', 'spread_open': 18.5, 'over_under': 50.0, 'over_under_open': 53.5, 'home_moneyline': 500.0, 'away_moneyline': -750.0}]",17.0
401415217,2022,3,regular,2022-09-17T00:00:00.000Z,Wyoming,Mountain West,17.0,Air Force,Mountain West,14.0,"[{'provider': 'Bovada', 'spread': 17.0, 'formatted_spread': 'Air Force -17.0', 'spread_open': 15.0, 'over_under': 47.0, 'over_under_open': 50.0, 'home_moneyline': 500.0, 'away_moneyline': -750.0}]",17.0
401415622,2022,3,regular,2022-09-17T23:00:00.000Z,Memphis,American Athletic,44.0,Arkansas State,Sun Belt,32.0,"[{'provider': 'Bovada', 'spread': -14.5, 'formatted_spread': 'Memphis -14.5', 'spread_open': -13.5, 'over_under': 64.0, 'over_under_open': 62.0, 'home_moneyline': -600.0, 'away_moneyline': 425.0}]",-14.5
401416601,2022,3,regular,2022-09-17T17:00:00.000Z,Coastal Carolina,Sun Belt,38.0,Buffalo,Mid-American,26.0,"[{'provider': 'Bovada', 'spread': -11.5, 'formatted_spread': 'Coastal Carolina -11.5', 'spread_open': -18.5, 'over_under': 60.0, 'over_under_open': 58.0, 'home_moneyline': -500.0, 'away_moneyline': 360.0}]",-11.5
401426333,2022,3,regular,2022-09-17T19:30:00.000Z,Appalachian State,Sun Belt,32.0,Troy,Sun Belt,28.0,"[{'provider': 'Bovada', 'spread': -14.0, 'formatted_spread': 'Appalachian State -14.0', 'spread_open': -13.0, 'over_under': 52.0, 'over_under_open': 54.5, 'home_moneyline': -550.0, 'away_moneyline': 390.0}]",-14.0
401426554,2022,3,regular,2022-09-17T23:00:00.000Z,Georgia State,Sun Belt,41.0,Charlotte,Conference USA,42.0,"[{'provider': 'Bovada', 'spread': -19.5, 'formatted_spread': 'Georgia State -19.5', 'spread_open': -19.5, 'over_under': 64.0, 'over_under_open': 60.5, 'home_moneyline': -1500.0, 'away_moneyline': 775.0}]",-19.5
401426555,2022,3,regular,2022-09-17T23:30:00.000Z,Florida Atlantic,Conference USA,14.0,UCF,American Athletic,40.0,"[{'provider': 'Bovada', 'spread': 7.5, 'formatted_spread': 'UCF -7.5', 'spread_open': 9.5, 'over_under': 61.5, 'over_under_open': 58.5, 'home_moneyline': 240.0, 'away_moneyline': -290.0}]",7.5
401426556,2022,3,regular,2022-09-18T00:00:00.000Z,Clemson,ACC,48.0,Louisiana Tech,Conference USA,20.0,"[{'provider': 'Bovada', 'spread': -33.5, 'formatted_spread': 'Clemson -33.5', 'spread_open': -32.0, 'over_under': 54.0, 'over_under_open': 54.5, 'home_moneyline': None, 'away_moneyline': None}]",-33.5
401426558,2022,3,regular,2022-09-17T19:00:00.000Z,UNLV,Mountain West,58.0,North Texas,Conference USA,27.0,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'UNLV -2.5', 'spread_open': -2.5, 'over_under': 62.5, 'over_under_open': 57.5, 'home_moneyline': -135.0, 'away_moneyline': 115.0}]",-2.5
401426559,2022,3,regular,2022-09-17T23:30:00.000Z,Rice,Conference USA,33.0,Louisiana,Sun Belt,21.0,"[{'provider': 'Bovada', 'spread': 11.5, 'formatted_spread': 'Louisiana -11.5', 'spread_open': 11.5, 'over_under': 52.0, 'over_under_open': 53.0, 'home_moneyline': 315.0, 'away_moneyline': -420.0}]",11.5
401426560,2022,3,regular,2022-09-17T19:30:00.000Z,UAB,Conference USA,35.0,Georgia Southern,Sun Belt,21.0,"[{'provider': 'Bovada', 'spread': -11.5, 'formatted_spread': 'UAB -11.5', 'spread_open': -12.0, 'over_under': 59.5, 'over_under_open': 56.0, 'home_moneyline': -440.0, 'away_moneyline': 330.0}]",-11.5
401426604,2022,11,regular,2022-11-13T00:00:00.000Z,Florida International,Conference USA,7.0,Florida Atlantic,Conference USA,52.0,"[{'provider': 'Bovada', 'spread': 15.0, 'formatted_spread': 'Florida Atlantic -15.0', 'spread_open': 15.0, 'over_under': 54.5, 'over_under_open': 54.0, 'home_moneyline': 500.0, 'away_moneyline': -750.0}]",15.0
401426365,2022,10,regular,2022-11-05T20:00:00.000Z,Georgia Southern,Sun Belt,31.0,South Alabama,Sun Belt,38.0,"[{'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'South Alabama -3.5', 'spread_open': 5.0, 'over_under': 60.5, 'over_under_open': 60.0, 'home_moneyline': 170.0, 'away_moneyline': -200.0}]",3.5
401426366,2022,10,regular,2022-11-05T18:00:00.000Z,Old Dominion,Sun Belt,0.0,Marshall,Sun Belt,12.0,"[{'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'Marshall -3.5', 'spread_open': 2.5, 'over_under': 46.5, 'over_under_open': 46.0, 'home_moneyline': 115.0, 'away_moneyline': -135.0}]",3.5
401426367,2022,10,regular,2022-11-05T21:00:00.000Z,Louisiana,Sun Belt,17.0,Troy,Sun Belt,23.0,"[{'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'Troy -3.5', 'spread_open': 4.0, 'over_under': 42.5, 'over_under_open': 43.0, 'home_moneyline': 155.0, 'away_moneyline': -180.0}]",3.5
401426368,2022,10,regular,2022-11-05T21:00:00.000Z,Louisiana Monroe,Sun Belt,31.0,Texas State,Sun Belt,30.0,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'Louisiana Monroe -2.5', 'spread_open': 0.0, 'over_under': 52.5, 'over_under_open': 52.0, 'home_moneyline': None, 'away_moneyline': -120.0}]",-2.5
401426369,2022,10,regular,2022-11-05T19:00:00.000Z,Southern Mississippi,Sun Belt,14.0,Georgia State,Sun Belt,42.0,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'Southern Mississippi -2.5', 'spread_open': -2.5, 'over_under': 48.0, 'over_under_open': 50.5, 'home_moneyline': -135.0, 'away_moneyline': 115.0}]",-2.5
401403914,2022,6,regular,2022-10-08T16:00:00.000Z,Mississippi State,SEC,40.0,Arkansas,SEC,17.0,"[{'provider': 'Bovada', 'spread': -8.5, 'formatted_spread': 'Mississippi State -8.5', 'spread_open': -6.0, 'over_under': 55.5, 'over_under_open': 62.0, 'home_moneyline': -320.0, 'away_moneyline': 260.0}]",-8.5
401411114,2022,3,regular,2022-09-17T15:00:00.000Z,Virginia Tech,ACC,27.0,Wofford,Southern,7.0,"[{'provider': 'Bovada', 'spread': -39.0, 'formatted_spread': 'Virginia Tech -39.0', 'spread_open': -37.0, 'over_under': 45.0, 'over_under_open': 45.0, 'home_moneyline': None, 'away_moneyline': None}]",-39.0
401411163,2022,11,regular,2022-11-12T17:00:00.000Z,Virginia,ACC,7.0,Pittsburgh,ACC,37.0,"[{'provider': 'Bovada', 'spread': 5.5, 'formatted_spread': 'Pittsburgh -5.5', 'spread_open': 4.5, 'over_under': 41.5, 'over_under_open': 41.5, 'home_moneyline': 170.0, 'away_moneyline': -200.0}]",5.5
401416645,2022,12,regular,2022-11-17T01:00:00.000Z,Central Michigan,Mid-American,10.0,Western Michigan,Mid-American,12.0,"[{'provider': 'Bovada', 'spread': -10.0, 'formatted_spread': 'Central Michigan -10.0', 'spread_open': -9.5, 'over_under': 49.0, 'over_under_open': 50.0, 'home_moneyline': -380.0, 'away_moneyline': 290.0}]",-10.0
401413335,2022,3,regular,2022-09-17T17:00:00.000Z,Indiana State,MVFC,14.0,Montana,Big Sky,49.0,"[{'provider': 'Bovada', 'spread': 25.0, 'formatted_spread': 'Montana -25.0', 'spread_open': 25.0, 'over_under': 39.0, 'over_under_open': 39.0, 'home_moneyline': None, 'away_moneyline': None}]",25.0
401423413,2022,3,regular,2022-09-17T17:00:00.000Z,Stetson,Pioneer,14.0,Princeton,Ivy,39.0,"[{'provider': 'Bovada', 'spread': 33.5, 'formatted_spread': 'Princeton -33.5', 'spread_open': 33.5, 'over_under': 56.0, 'over_under_open': 56.0, 'home_moneyline': None, 'away_moneyline': None}]",33.5
401424404,2022,3,regular,2022-09-17T17:00:00.000Z,Monmouth,CAA,45.0,Georgetown,Patriot,6.0,"[{'provider': 'Bovada', 'spread': -17.5, 'formatted_spread': 'Monmouth -17.5', 'spread_open': -17.5, 'over_under': 55.0, 'over_under_open': 55.0, 'home_moneyline': None, 'away_moneyline': None}]",-17.5
401424424,2022,3,regular,2022-09-17T17:00:00.000Z,Rhode Island,CAA,21.0,Delaware,CAA,42.0,"[{'provider': 'Bovada', 'spread': -3.0, 'formatted_spread': 'Rhode Island -3.0', 'spread_open': -3.0, 'over_under': 44.0, 'over_under_open': 43.0, 'home_moneyline': None, 'away_moneyline': None}]",-3.0
401424425,2022,3,regular,2022-09-17T17:00:00.000Z,Fordham,Patriot,48.0,Albany,CAA,45.0,"[{'provider': 'Bovada', 'spread': -7.5, 'formatted_spread': 'Fordham -7.5', 'spread_open': -7.5, 'over_under': 61.0, 'over_under_open': 61.0, 'home_moneyline': None, 'away_moneyline': None}]",-7.5
401415404,2022,3,regular,2022-09-17T17:30:00.000Z,VMI,Southern,22.0,Cornell,Ivy,28.0,"[{'provider': 'Bovada', 'spread': -14.5, 'formatted_spread': 'VMI -14.5', 'spread_open': -15.0, 'over_under': 54.5, 'over_under_open': 54.5, 'home_moneyline': None, 'away_moneyline': None}]",-14.5
401404131,2022,11,regular,2022-11-12T17:00:00.000Z,Navy,American Athletic,32.0,Notre Dame,FBS Independents,35.0,"[{'provider': 'Bovada', 'spread': 17.0, 'formatted_spread': 'Notre Dame -17.0', 'spread_open': 17.0, 'over_under': 40.5, 'over_under_open': 42.5, 'home_moneyline': 575.0, 'away_moneyline': -900.0}]",17.0
401403853,2022,1,regular,2022-08-28T02:30:00.000Z,Hawai'i,Mountain West,10.0,Vanderbilt,SEC,63.0,"[{'provider': 'Bovada', 'spread': 9.5, 'formatted_spread': 'Vanderbilt -9.5', 'spread_open': 4.5, 'over_under': 54.5, 'over_under_open': 55.0, 'home_moneyline': 250.0, 'away_moneyline': -300.0}]",9.5
401404146,2022,1,regular,2022-08-27T20:00:00.000Z,Utah State,Mountain West,31.0,Connecticut,FBS Independents,20.0,"[{'provider': 'Bovada', 'spread': -23.0, 'formatted_spread': 'Utah State -23.0', 'spread_open': -25.0, 'over_under': 59.0, 'over_under_open': 60.5, 'home_moneyline': None, 'away_moneyline': None}]",-23.0
401405058,2022,1,regular,2022-08-27T20:00:00.000Z,Illinois,Big Ten,38.0,Wyoming,Mountain West,6.0,"[{'provider': 'Bovada', 'spread': -14.0, 'formatted_spread': 'Illinois -14.0', 'spread_open': -9.5, 'over_under': 43.0, 'over_under_open': 46.5, 'home_moneyline': -400.0, 'away_moneyline': 300.0}]",-14.0
401404046,2022,13,regular,2022-11-25T21:30:00.000Z,California,Pac-12,28.0,UCLA,Pac-12,35.0,"[{'provider': 'Bovada', 'spread': 11.5, 'formatted_spread': 'UCLA -11.5', 'spread_open': 10.5, 'over_under': 63.0, 'over_under_open': 61.0, 'home_moneyline': 280.0, 'away_moneyline': -360.0}]",11.5
401403958,2022,13,regular,2022-11-26T00:30:00.000Z,Florida State,ACC,45.0,Florida,SEC,38.0,"[{'provider': 'Bovada', 'spread': -10.0, 'formatted_spread': 'Florida State -10.0', 'spread_open': -10.0, 'over_under': 58.0, 'over_under_open': 58.5, 'home_moneyline': -360.0, 'away_moneyline': 280.0}]",-10.0
401437036,2022,14,regular,2022-12-03T21:00:00.000Z,Georgia,SEC,50.0,LSU,SEC,30.0,"[{'provider': 'Bovada', 'spread': -17.0, 'formatted_spread': 'Georgia -17.0', 'spread_open': -15.0, 'over_under': 52.0, 'over_under_open': 50.5, 'home_moneyline': -900.0, 'away_moneyline': 575.0}]",-17.0
401437009,2022,14,regular,2022-12-04T01:00:00.000Z,North Carolina,ACC,10.0,Clemson,ACC,39.0,"[{'provider': 'Bovada', 'spread': 7.0, 'formatted_spread': 'Clemson -7.0', 'spread_open': 7.5, 'over_under': 64.0, 'over_under_open': 62.0, 'home_moneyline': 255.0, 'away_moneyline': -310.0}]",7.0
401405059,2022,1,regular,2022-08-27T16:30:00.000Z,Northwestern,Big Ten,31.0,Nebraska,Big Ten,28.0,"[{'provider': 'Bovada', 'spread': 13.0, 'formatted_spread': 'Nebraska -13', 'spread_open': 10.0, 'over_under': 52.0, 'over_under_open': 52.0, 'home_moneyline': -450.0, 'away_moneyline': 335.0}]",13.0
401415186,2022,3,regular,2022-09-17T16:30:00.000Z,Brown,Ivy,44.0,Bryant,Big South,38.0,"[{'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'Bryant -3.5', 'spread_open': 3.0, 'over_under': 68.0, 'over_under_open': 68.0, 'home_moneyline': None, 'away_moneyline': None}]",3.5
401418603,2022,3,regular,2022-09-17T17:30:00.000Z,Dartmouth,Ivy,35.0,Valparaiso,Pioneer,13.0,"[{'provider': 'Bovada', 'spread': -32.5, 'formatted_spread': 'Dartmouth -32.5', 'spread_open': -32.5, 'over_under': 48.5, 'over_under_open': 49.5, 'home_moneyline': None, 'away_moneyline': None}]",-32.5
401420779,2022,3,regular,2022-09-17T16:00:00.000Z,Morgan State,MEAC,24.0,Sacred Heart,NEC,9.0,"[{'provider': 'Bovada', 'spread': 15.0, 'formatted_spread': 'Sacred Heart -15.0', 'spread_open': 15.0, 'over_under': 32.5, 'over_under_open': 32.5, 'home_moneyline': None, 'away_moneyline': None}]",15.0
401415264,2022,12,regular,2022-11-19T02:45:00.000Z,New Mexico,Mountain West,10.0,San Diego State,Mountain West,34.0,"[{'provider': 'Bovada', 'spread': 14.5, 'formatted_spread': 'San Diego State -14.5', 'spread_open': 14.5, 'over_under': 36.0, 'over_under_open': 39.5, 'home_moneyline': 430.0, 'away_moneyline': -625.0}]",14.5
401413213,2022,1,regular,2022-08-27T19:30:00.000Z,Jacksonville State,Atlantic Sun,42.0,Stephen F. Austin,Western Athletic,17.0,"[{'provider': 'Bovada', 'spread': 8.0, 'formatted_spread': 'Stephen F. Austin -8.0', 'spread_open': 6.5, 'over_under': 55.0, 'over_under_open': 51.0, 'home_moneyline': None, 'away_moneyline': None}]",8.0
401422922,2022,1,regular,2022-08-27T23:00:00.000Z,Mercer,Southern,63.0,Morehead State,Pioneer,13.0,"[{'provider': 'Bovada', 'spread': -27.5, 'formatted_spread': 'Mercer -27.5', 'spread_open': -28.5, 'over_under': 58.0, 'over_under_open': 60.5, 'home_moneyline': None, 'away_moneyline': None}]",-27.5
401423448,2022,1,regular,2022-08-27T23:00:00.000Z,Alabama State,SWAC,23.0,Howard,MEAC,13.0,"[{'provider': 'Bovada', 'spread': -2.0, 'formatted_spread': 'Alabama State -2.0', 'spread_open': -2.5, 'over_under': 54.0, 'over_under_open': 53.5, 'home_moneyline': None, 'away_moneyline': None}]",-2.0
401409235,2022,1,regular,2022-08-28T02:00:00.000Z,New Mexico State,FBS Independents,12.0,Nevada,Mountain West,23.0,"[{'provider': 'Bovada', 'spread': 7.5, 'formatted_spread': 'Nevada -7.5', 'spread_open': 14.0, 'over_under': 48.0, 'over_under_open': 55.5, 'home_moneyline': 270.0, 'away_moneyline': -340.0}]",7.5
401426530,2022,1,regular,2022-08-27T23:00:00.000Z,Florida Atlantic,Conference USA,43.0,Charlotte,Conference USA,13.0,"[{'provider': 'Bovada', 'spread': -7.0, 'formatted_spread': 'Florida Atlantic -7.0', 'spread_open': -5.5, 'over_under': 60.0, 'over_under_open': 57.5, 'home_moneyline': -300.0, 'away_moneyline': 250.0}]",-7.0
401426531,2022,1,regular,2022-08-28T01:00:00.000Z,UTEP,Conference USA,13.0,North Texas,Conference USA,31.0,"[{'provider': 'Bovada', 'spread': 1.5, 'formatted_spread': 'North Texas -1.5', 'spread_open': 3.0, 'over_under': 54.0, 'over_under_open': 57.0, 'home_moneyline': 105.0, 'away_moneyline': -125.0}]",1.5
401404109,2022,11,regular,2022-11-13T00:00:00.000Z,Baylor,Big 12,3.0,Kansas State,Big 12,31.0,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'Baylor -2.5', 'spread_open': -3.5, 'over_under': 52.5, 'over_under_open': 53.5, 'home_moneyline': -140.0, 'away_moneyline': 120.0}]",-2.5
401404110,2022,11,regular,2022-11-12T20:30:00.000Z,Oklahoma State,Big 12,20.0,Iowa State,Big 12,14.0,"[{'provider': 'Bovada', 'spread': 3.0, 'formatted_spread': 'Iowa State -3.0', 'spread_open': 2.5, 'over_under': 47.5, 'over_under_open': 47.5, 'home_moneyline': 115.0, 'away_moneyline': -135.0}]",3.0
401404112,2022,11,regular,2022-11-12T17:00:00.000Z,West Virginia,Big 12,23.0,Oklahoma,Big 12,20.0,"[{'provider': 'Bovada', 'spread': 8.5, 'formatted_spread': 'Oklahoma -8.5', 'spread_open': 8.0, 'over_under': 68.5, 'over_under_open': 66.0, 'home_moneyline': 255.0, 'away_moneyline': None}]",8.5
401404113,2022,11,regular,2022-11-13T00:30:00.000Z,Texas,Big 12,10.0,TCU,Big 12,17.0,"[{'provider': 'Bovada', 'spread': -7.5, 'formatted_spread': 'Texas -7.5', 'spread_open': -7.0, 'over_under': 65.5, 'over_under_open': 65.5, 'home_moneyline': -290.0, 'away_moneyline': 240.0}]",-7.5
401405093,2022,4,regular,2022-09-24T23:30:00.000Z,Northwestern,Big Ten,14.0,Miami (OH),Mid-American,17.0,"[{'provider': 'Bovada', 'spread': -7.5, 'formatted_spread': 'Northwestern -7.5', 'spread_open': -6.5, 'over_under': 50.0, 'over_under_open': 50.5, 'home_moneyline': -260.0, 'away_moneyline': 215.0}]",-7.5
