id,season,week,season_type,start_date,home_team,home_conference,home_score,away_team,away_conference,away_score,lines,bovada_spread
401628453,2024,1,regular,2024-08-30T23:00:00.000Z,Michigan State,Big Ten,,Florida Atlantic,American Athletic,,"[{'provider': 'Bovada', 'spread': -11.5, 'formatted_spread': 'Michigan State -11.5', 'spread_open': -11.5, 'over_under': 46.5, 'over_under_open': 46.5, 'home_moneyline': -510.0, 'away_moneyline': 370.0}]",-11.5
401628454,2024,1,regular,2024-08-31T19:30:00.000Z,Nebraska,Big Ten,,UTEP,Conference USA,,"[{'provider': 'Bovada', 'spread': -27.5, 'formatted_spread': 'Nebraska -27.5', 'spread_open': None, 'over_under': 49.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-27.5
401628455,2024,1,regular,2024-08-31T19:30:00.000Z,Ohio State,Big Ten,,Akron,Mid-American,,"[{'provider': 'Bovada', 'spread': -50.0, 'formatted_spread': 'Ohio State -50.0', 'spread_open': None, 'over_under': 58.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-50.0
401634206,2024,1,regular,2024-08-30T00:00:00.000Z,Colorado,Big 12,,North Dakota State,MVFC,,"[{'provider': 'Bovada', 'spread': -8.5, 'formatted_spread': 'Colorado -8.5', 'spread_open': None, 'over_under': 58.5, 'over_under_open': None, 'home_moneyline': -290.0, 'away_moneyline': 240.0}]",-8.5
401628369,2024,4,regular,2024-09-21T04:00:00.000Z,Oklahoma,SEC,,Tennessee,SEC,,"[{'provider': 'Bovada', 'spread': -3.0, 'formatted_spread': 'Oklahoma -3.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-3.0
401628489,2024,4,regular,2024-09-21T19:30:00.000Z,Michigan,Big Ten,,USC,Big Ten,,"[{'provider': 'Bovada', 'spread': -8.5, 'formatted_spread': 'Michigan -8.5', 'spread_open': None, 'over_under': 53.5, 'over_under_open': None, 'home_moneyline': -300.0, 'away_moneyline': 250.0}]",-8.5
401635552,2024,4,regular,2024-09-21T04:00:00.000Z,Clemson,ACC,,NC State,ACC,,"[{'provider': 'Bovada', 'spread': -7.5, 'formatted_spread': 'Clemson -7.5', 'spread_open': None, 'over_under': 48.5, 'over_under_open': None, 'home_moneyline': -270.0, 'away_moneyline': 220.0}]",-7.5
401636876,2024,4,regular,2024-09-21T04:00:00.000Z,Oklahoma State,Big 12,,Utah,Big 12,,"[{'provider': 'Bovada', 'spread': 1.0, 'formatted_spread': 'Utah -1.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",1.0
401635622,2024,14,regular,2024-11-30T05:00:00.000Z,Wake Forest,ACC,,Duke,ACC,,"[{'provider': 'Bovada', 'spread': 2.5, 'formatted_spread': 'Duke -2.5', 'spread_open': None, 'over_under': 51.5, 'over_under_open': None, 'home_moneyline': 115.0, 'away_moneyline': -135.0}]",2.5
401635624,2024,14,regular,2024-11-30T05:00:00.000Z,North Carolina,ACC,,NC State,ACC,,"[{'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'NC State -3.5', 'spread_open': None, 'over_under': 55.5, 'over_under_open': None, 'home_moneyline': 155.0, 'away_moneyline': -180.0}]",3.5
401643696,2024,1,regular,2024-08-25T00:00:00.000Z,Nevada,Mountain West,,SMU,ACC,,"[{'provider': 'Bovada', 'spread': 27.5, 'formatted_spread': 'SMU -27.5', 'spread_open': 25.5, 'over_under': 57.5, 'over_under_open': 57.5, 'home_moneyline': None, 'away_moneyline': None}]",27.5
401628457,2024,1,regular,2024-08-31T16:00:00.000Z,West Virginia,Big 12,,Penn State,Big Ten,,"[{'provider': 'Bovada', 'spread': 10.0, 'formatted_spread': 'Penn State -10.0', 'spread_open': 10.0, 'over_under': 51.5, 'over_under_open': None, 'home_moneyline': 295.0, 'away_moneyline': -390.0}]",10.0
401628459,2024,1,regular,2024-08-31T23:30:00.000Z,Hawai'i,Mountain West,,UCLA,Big Ten,,"[{'provider': 'Bovada', 'spread': 13.5, 'formatted_spread': 'UCLA -13.5', 'spread_open': None, 'over_under': 55.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",13.5
401628461,2024,1,regular,2024-08-31T01:00:00.000Z,Wisconsin,Big Ten,,Western Michigan,Mid-American,,"[{'provider': 'Bovada', 'spread': -24.0, 'formatted_spread': 'Wisconsin -24.0', 'spread_open': -24.0, 'over_under': 56.5, 'over_under_open': 56.5, 'home_moneyline': None, 'away_moneyline': None}]",-24.0
401629039,2024,1,regular,2024-08-31T19:30:00.000Z,UMass,FBS Independents,,Eastern Michigan,Mid-American,,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'UMass -2.5', 'spread_open': -1.0, 'over_under': 49.5, 'over_under_open': None, 'home_moneyline': -105.0, 'away_moneyline': -115.0}]",-2.5
401634212,2024,1,regular,2024-08-31T18:00:00.000Z,Oklahoma State,Big 12,,South Dakota State,MVFC,,"[{'provider': 'Bovada', 'spread': -9.5, 'formatted_spread': 'Oklahoma State -9.5', 'spread_open': -9.5, 'over_under': 54.5, 'over_under_open': 54.5, 'home_moneyline': None, 'away_moneyline': None}]",-9.5
401636883,2024,5,regular,2024-09-28T04:00:00.000Z,Kansas State,Big 12,,Oklahoma State,Big 12,,"[{'provider': 'Bovada', 'spread': -5.5, 'formatted_spread': 'Kansas State -5.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-5.5
401636886,2024,5,regular,2024-09-28T04:00:00.000Z,Utah,Big 12,,Arizona,Big 12,,"[{'provider': 'Bovada', 'spread': -9.5, 'formatted_spread': 'Utah -9.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-9.5
401628381,2024,6,regular,2024-10-05T04:00:00.000Z,Georgia,SEC,,Auburn,SEC,,"[{'provider': 'Bovada', 'spread': -23.5, 'formatted_spread': 'Georgia -23.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-23.5
401628383,2024,6,regular,2024-10-05T16:00:00.000Z,Texas A&M,SEC,,Missouri,SEC,,"[{'provider': 'Bovada', 'spread': -4.0, 'formatted_spread': 'Texas A&M -4.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-4.0
401628504,2024,6,regular,2024-10-05T04:00:00.000Z,Ohio State,Big Ten,,Iowa,Big Ten,,"[{'provider': 'Bovada', 'spread': -24.0, 'formatted_spread': 'Ohio State -24.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-24.0
401628505,2024,6,regular,2024-10-05T04:00:00.000Z,Washington,Big Ten,,Michigan,Big Ten,,"[{'provider': 'Bovada', 'spread': 8.5, 'formatted_spread': 'Michigan -8.5', 'spread_open': None, 'over_under': 51.5, 'over_under_open': None, 'home_moneyline': 255.0, 'away_moneyline': -310.0}]",8.5
401635589,2024,8,regular,2024-10-19T04:00:00.000Z,Louisville,ACC,,Miami,ACC,,"[{'provider': 'Bovada', 'spread': -1.0, 'formatted_spread': 'Louisville -1.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-1.0
401628566,2024,14,regular,2024-11-30T17:00:00.000Z,Ohio State,Big Ten,,Michigan,Big Ten,,"[{'provider': 'Bovada', 'spread': -9.5, 'formatted_spread': 'Ohio State -9.5', 'spread_open': None, 'over_under': 47.5, 'over_under_open': None, 'home_moneyline': -415.0, 'away_moneyline': 310.0}]",-9.5
401640998,2024,1,regular,2024-08-30T00:00:00.000Z,Jacksonville State,Conference USA,,Coastal Carolina,Sun Belt,,"[{'provider': 'Bovada', 'spread': -3.5, 'formatted_spread': 'Jacksonville State -3.5', 'spread_open': -3.5, 'over_under': 57.0, 'over_under_open': None, 'home_moneyline': -165.0, 'away_moneyline': 140.0}]",-3.5
401628323,2024,1,regular,2024-08-31T16:00:00.000Z,Georgia,SEC,,Clemson,ACC,,"[{'provider': 'Bovada', 'spread': -14.0, 'formatted_spread': 'Georgia -14.0', 'spread_open': None, 'over_under': 49.0, 'over_under_open': 49.0, 'home_moneyline': -650.0, 'away_moneyline': 450.0}]",-14.0
401634305,2024,1,regular,2024-08-31T16:00:00.000Z,Pittsburgh,ACC,,Kent State,Mid-American,,"[{'provider': 'Bovada', 'spread': -24.0, 'formatted_spread': 'Pittsburgh -24.0', 'spread_open': -24.0, 'over_under': 54.5, 'over_under_open': 54.0, 'home_moneyline': None, 'away_moneyline': None}]",-24.0
401628322,2024,1,regular,2024-08-31T19:30:00.000Z,Florida,SEC,,Miami,ACC,,"[{'provider': 'Bovada', 'spread': 2.0, 'formatted_spread': 'Miami -2.0', 'spread_open': None, 'over_under': 54.0, 'over_under_open': None, 'home_moneyline': 110.0, 'away_moneyline': -130.0}]",2.0
401628331,2024,1,regular,2024-08-31T19:30:00.000Z,Texas,SEC,,Colorado State,Mountain West,,"[{'provider': 'Bovada', 'spread': -35.0, 'formatted_spread': 'Texas -35.0', 'spread_open': None, 'over_under': 59.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-35.0
401634304,2024,1,regular,2024-08-31T19:30:00.000Z,Syracuse,ACC,,Ohio,Mid-American,,"[{'provider': 'Bovada', 'spread': -17.0, 'formatted_spread': 'Syracuse -17.0', 'spread_open': None, 'over_under': 47.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-17.0
401641015,2024,1,regular,2024-08-31T19:30:00.000Z,UT San Antonio,American Athletic,,Kennesaw State,Conference USA,,"[{'provider': 'Bovada', 'spread': -24.0, 'formatted_spread': 'UT San Antonio -24.0', 'spread_open': None, 'over_under': 49.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-24.0
401644683,2024,1,regular,2024-08-31T19:30:00.000Z,Northwestern,Big Ten,,Miami (OH),Mid-American,,"[{'provider': 'Bovada', 'spread': -4.0, 'formatted_spread': 'Northwestern -4.0', 'spread_open': None, 'over_under': 43.0, 'over_under_open': None, 'home_moneyline': -195.0, 'away_moneyline': 165.0}]",-4.0
401643700,2024,1,regular,2024-08-31T20:00:00.000Z,Georgia Southern,Sun Belt,,Boise State,Mountain West,,"[{'provider': 'Bovada', 'spread': 11.5, 'formatted_spread': 'Boise State -11.5', 'spread_open': None, 'over_under': 57.5, 'over_under_open': None, 'home_moneyline': 310.0, 'away_moneyline': -415.0}]",11.5
401643775,2024,1,regular,2024-08-31T21:00:00.000Z,South Alabama,Sun Belt,,North Texas,American Athletic,,"[{'provider': 'Bovada', 'spread': -6.0, 'formatted_spread': 'South Alabama -6.0', 'spread_open': -6.0, 'over_under': 65.0, 'over_under_open': None, 'home_moneyline': -260.0, 'away_moneyline': 215.0}]",-6.0
401628319,2024,1,regular,2024-08-31T23:00:00.000Z,Alabama,SEC,,Western Kentucky,Conference USA,,"[{'provider': 'Bovada', 'spread': -31.0, 'formatted_spread': 'Alabama -31.0', 'spread_open': None, 'over_under': 59.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-31.0
401636611,2024,1,regular,2024-08-31T23:00:00.000Z,Houston,Big 12,,UNLV,Mountain West,,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'Houston -2.5', 'spread_open': None, 'over_under': 54.5, 'over_under_open': 54.0, 'home_moneyline': -140.0, 'away_moneyline': 120.0}]",-2.5
401641039,2024,1,regular,2024-08-31T23:00:00.000Z,Rice,American Athletic,,Sam Houston State,Conference USA,,"[{'provider': 'Bovada', 'spread': -10.5, 'formatted_spread': 'Rice -10.5', 'spread_open': -10.5, 'over_under': 49.0, 'over_under_open': None, 'home_moneyline': -435.0, 'away_moneyline': 325.0}]",-10.5
401643701,2024,1,regular,2024-08-31T23:00:00.000Z,Troy,Sun Belt,,Nevada,Mountain West,,"[{'provider': 'Bovada', 'spread': -15.5, 'formatted_spread': 'Troy -15.5', 'spread_open': None, 'over_under': 47.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-15.5
401628332,2024,1,regular,2024-08-31T23:30:00.000Z,Texas A&M,SEC,,Notre Dame,FBS Independents,,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'Texas A&M -2.5', 'spread_open': -2.5, 'over_under': 46.5, 'over_under_open': 46.5, 'home_moneyline': -115.0, 'away_moneyline': -105.0}]",-2.5
401634302,2024,1,regular,2024-09-01T00:00:00.000Z,Georgia Tech,ACC,,Georgia State,Sun Belt,,"[{'provider': 'Bovada', 'spread': -20.5, 'formatted_spread': 'Georgia Tech -20.5', 'spread_open': None, 'over_under': 57.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-20.5
401643774,2024,1,regular,2024-09-01T00:00:00.000Z,Charlotte,American Athletic,,James Madison,Sun Belt,,"[{'provider': 'Bovada', 'spread': 7.5, 'formatted_spread': 'James Madison -7.5', 'spread_open': 7.5, 'over_under': 51.5, 'over_under_open': None, 'home_moneyline': 260.0, 'away_moneyline': -320.0}]",7.5
401636608,2024,1,regular,2024-09-01T02:30:00.000Z,Arizona,Big 12,,New Mexico,Mountain West,,"[{'provider': 'Bovada', 'spread': -30.0, 'formatted_spread': 'Arizona -30.0', 'spread_open': None, 'over_under': 54.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-30.0
401636609,2024,1,regular,2024-09-01T02:30:00.000Z,Arizona State,Big 12,,Wyoming,Mountain West,,"[{'provider': 'Bovada', 'spread': -6.5, 'formatted_spread': 'Arizona State -6.5', 'spread_open': -6.0, 'over_under': 46.5, 'over_under_open': None, 'home_moneyline': -260.0, 'away_moneyline': 215.0}]",-6.5
401628334,2024,1,regular,2024-09-01T23:30:00.000Z,LSU,SEC,,USC,Big Ten,,"[{'provider': 'Bovada', 'spread': -6.0, 'formatted_spread': 'LSU -6', 'spread_open': None, 'over_under': 63.0, 'over_under_open': 63.0, 'home_moneyline': 175.0, 'away_moneyline': -210.0}]",-6.0
401634306,2024,1,regular,2024-09-02T23:30:00.000Z,Florida State,ACC,,Boston College,ACC,,"[{'provider': 'Bovada', 'spread': -21.5, 'formatted_spread': 'Florida State -21.5', 'spread_open': None, 'over_under': 51.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-21.5
401628347,2024,2,regular,2024-09-07T16:00:00.000Z,Michigan,Big Ten,,Texas,SEC,,"[{'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'Texas -3.5', 'spread_open': None, 'over_under': 48.5, 'over_under_open': None, 'home_moneyline': 135.0, 'away_moneyline': -160.0}]",3.5
401628464,2024,2,regular,2024-09-07T19:30:00.000Z,Iowa,Big Ten,,Iowa State,Big 12,,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'Iowa -2.5', 'spread_open': None, 'over_under': 37.5, 'over_under_open': None, 'home_moneyline': -135.0, 'away_moneyline': 115.0}]",-2.5
401628346,2024,2,regular,2024-09-07T23:30:00.000Z,NC State,ACC,,Tennessee,SEC,,"[{'provider': 'Bovada', 'spread': 4.5, 'formatted_spread': 'Tennessee -4.5', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': 160.0, 'away_moneyline': -185.0}]",4.5
401628467,2024,2,regular,2024-09-07T23:30:00.000Z,Nebraska,Big Ten,,Colorado,Big 12,,"[{'provider': 'Bovada', 'spread': -6.5, 'formatted_spread': 'Nebraska -6.5', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': -225.0, 'away_moneyline': 185.0}]",-6.5
401628483,2024,3,regular,2024-09-14T19:30:00.000Z,Oregon State,Pac-12,,Oregon,Big Ten,,"[{'provider': 'Bovada', 'spread': 20.5, 'formatted_spread': 'Oregon -20.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",20.5
401628484,2024,3,regular,2024-09-14T19:30:00.000Z,Washington,Big Ten,,Washington State,Pac-12,,"[{'provider': 'Bovada', 'spread': -8.0, 'formatted_spread': 'Washington -8.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-8.0
401636864,2024,3,regular,2024-09-14T00:00:00.000Z,Kansas State,Big 12,,Arizona,Big 12,,"[{'provider': 'Bovada', 'spread': -8.5, 'formatted_spread': 'Kansas State -8.5', 'spread_open': None, 'over_under': 54.5, 'over_under_open': None, 'home_moneyline': -280.0, 'away_moneyline': 230.0}]",-8.5
401628350,2024,3,regular,2024-09-14T16:00:00.000Z,Wisconsin,Big Ten,,Alabama,SEC,,"[{'provider': 'Bovada', 'spread': 9.0, 'formatted_spread': 'Alabama -9.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",9.0
401628353,2024,3,regular,2024-09-14T19:30:00.000Z,Florida,SEC,,Texas A&M,SEC,,"[{'provider': 'Bovada', 'spread': 4.0, 'formatted_spread': 'Texas A&M -4.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",4.0
401635547,2024,3,regular,2024-09-14T19:30:00.000Z,Pittsburgh,ACC,,West Virginia,Big 12,,"[{'provider': 'Bovada', 'spread': 4.5, 'formatted_spread': 'West Virginia -4.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",4.5
401636861,2024,3,regular,2024-09-14T23:30:00.000Z,Colorado State,Mountain West,,Colorado,Big 12,,"[{'provider': 'Bovada', 'spread': 7.5, 'formatted_spread': 'Colorado -7.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",7.5
401634767,2024,5,regular,2024-09-27T23:30:00.000Z,Miami,ACC,,Virginia Tech,ACC,,"[{'provider': 'Bovada', 'spread': -7.5, 'formatted_spread': 'Miami -7.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-7.5
401628373,2024,5,regular,2024-09-28T04:00:00.000Z,Texas A&M,SEC,,Arkansas,SEC,,"[{'provider': 'Bovada', 'spread': -10.5, 'formatted_spread': 'Texas A&M -10.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-10.5
401628375,2024,5,regular,2024-09-28T04:00:00.000Z,Auburn,SEC,,Oklahoma,SEC,,"[{'provider': 'Bovada', 'spread': 2.5, 'formatted_spread': 'Oklahoma -2.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",2.5
401635562,2024,5,regular,2024-09-28T04:00:00.000Z,Duke,ACC,,North Carolina,ACC,,"[{'provider': 'Bovada', 'spread': 3.0, 'formatted_spread': 'North Carolina -3.0', 'spread_open': None, 'over_under': 57.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",3.0
401628980,2024,5,regular,2024-09-28T19:30:00.000Z,Notre Dame,FBS Independents,,Louisville,ACC,,"[{'provider': 'Bovada', 'spread': -9.5, 'formatted_spread': 'Notre Dame -9.5', 'spread_open': None, 'over_under': 48.5, 'over_under_open': None, 'home_moneyline': -340.0, 'away_moneyline': 270.0}]",-9.5
401628374,2024,5,regular,2024-09-28T23:30:00.000Z,Alabama,SEC,,Georgia,SEC,,"[{'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'Georgia -3.5', 'spread_open': None, 'over_under': 54.5, 'over_under_open': None, 'home_moneyline': 145.0, 'away_moneyline': -170.0}]",3.5
401635569,2024,6,regular,2024-10-05T04:00:00.000Z,Florida State,ACC,,Clemson,ACC,,"[{'provider': 'Bovada', 'spread': -3.5, 'formatted_spread': 'Florida State -3.5', 'spread_open': None, 'over_under': 47.5, 'over_under_open': None, 'home_moneyline': -160.0, 'away_moneyline': 135.0}]",-3.5
401628388,2024,7,regular,2024-10-12T04:00:00.000Z,LSU,SEC,,Ole Miss,SEC,,"[{'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'LSU -2.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-2.5
401628391,2024,7,regular,2024-10-12T04:00:00.000Z,Tennessee,SEC,,Florida,SEC,,"[{'provider': 'Bovada', 'spread': -10.0, 'formatted_spread': 'Tennessee -10.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-10.0
401628515,2024,7,regular,2024-10-12T04:00:00.000Z,Oregon,Big Ten,,Ohio State,Big Ten,,"[{'provider': 'Bovada', 'spread': -1.0, 'formatted_spread': 'Oregon -1.0', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': -110.0, 'away_moneyline': -110.0}]",-1.0
401628516,2024,7,regular,2024-10-12T04:00:00.000Z,USC,Big Ten,,Penn State,Big Ten,,"[{'provider': 'Bovada', 'spread': 4.0, 'formatted_spread': 'Penn State -4.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",4.0
401636894,2024,7,regular,2024-10-12T04:00:00.000Z,Colorado,Big 12,,Kansas State,Big 12,,"[{'provider': 'Bovada', 'spread': 6.0, 'formatted_spread': 'Kansas State -6.0', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",6.0
401628390,2024,7,regular,2024-10-12T19:30:00.000Z,Oklahoma,SEC,,Texas,SEC,,"[{'provider': 'Bovada', 'spread': 8.5, 'formatted_spread': 'Texas -8.5', 'spread_open': 7.5, 'over_under': 60.5, 'over_under_open': 60.5, 'home_moneyline': 255.0, 'away_moneyline': -310.0}]",8.5
401628392,2024,8,regular,2024-10-19T04:00:00.000Z,Arkansas,SEC,,LSU,SEC,,"[{'provider': 'Bovada', 'spread': 9.5, 'formatted_spread': 'LSU -9.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",9.5
401628397,2024,8,regular,2024-10-19T04:00:00.000Z,Tennessee,SEC,,Alabama,SEC,,"[{'provider': 'Bovada', 'spread': 2.5, 'formatted_spread': 'Alabama -2.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",2.5
401628398,2024,8,regular,2024-10-19T04:00:00.000Z,Texas,SEC,,Georgia,SEC,,"[{'provider': 'Bovada', 'spread': 2.0, 'formatted_spread': 'Georgia -2.0', 'spread_open': None, 'over_under': 55.5, 'over_under_open': None, 'home_moneyline': 115.0, 'away_moneyline': -135.0}]",2.0
401628413,2024,11,regular,2024-11-09T05:00:00.000Z,LSU,SEC,,Alabama,SEC,,"[{'provider': 'Bovada', 'spread': -1.0, 'formatted_spread': 'LSU -1.0', 'spread_open': None, 'over_under': 59.5, 'over_under_open': None, 'home_moneyline': -125.0, 'away_moneyline': 105.0}]",-1.0
401628414,2024,11,regular,2024-11-09T05:00:00.000Z,Ole Miss,SEC,,Georgia,SEC,,"[{'provider': 'Bovada', 'spread': 6.5, 'formatted_spread': 'Georgia -6.5', 'spread_open': None, 'over_under': 54.5, 'over_under_open': None, 'home_moneyline': 190.0, 'away_moneyline': -230.0}]",6.5
401635607,2024,11,regular,2024-11-09T05:00:00.000Z,Virginia Tech,ACC,,Clemson,ACC,,"[{'provider': 'Bovada', 'spread': 4.5, 'formatted_spread': 'Clemson -4.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",4.5
401636922,2024,11,regular,2024-11-09T05:00:00.000Z,Utah,Big 12,,BYU,Big 12,,"[{'provider': 'Bovada', 'spread': -16.5, 'formatted_spread': 'Utah -16.5', 'spread_open': None, 'over_under': None, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]",-16.5
401628984,2024,11,regular,2024-11-10T00:30:00.000Z,Notre Dame,FBS Independents,,Florida State,ACC,,"[{'provider': 'Bovada', 'spread': -4.5, 'formatted_spread': 'Notre Dame -4.5', 'spread_open': None, 'over_under': 47.5, 'over_under_open': None, 'home_moneyline': -195.0, 'away_moneyline': 165.0}]",-4.5
